ID,parents,has_nurs,form,children,housing,finance,social,health,class
594,usual,proper,incomplete,3,critical,inconv,problematic,not_recom,not_recom
595,usual,proper,incomplete,more,convenient,convenient,nonprob,recommended,very_recom
596,usual,proper,incomplete,more,convenient,convenient,nonprob,priority,priority
597,usual,proper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
598,usual,proper,incomplete,more,convenient,convenient,slightly_prob,recommended,very_recom
599,usual,proper,incomplete,more,convenient,convenient,slightly_prob,priority,priority
600,usual,proper,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom
601,usual,proper,incomplete,more,convenient,convenient,problematic,recommended,priority
602,usual,proper,incomplete,more,convenient,convenient,problematic,priority,priority
603,usual,proper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
604,usual,proper,incomplete,more,convenient,inconv,nonprob,recommended,priority
605,usual,proper,incomplete,more,convenient,inconv,nonprob,priority,priority
606,usual,proper,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom
607,usual,proper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority
608,usual,proper,incomplete,more,convenient,inconv,slightly_prob,priority,priority
609,usual,proper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
610,usual,proper,incomplete,more,convenient,inconv,problematic,recommended,priority
611,usual,proper,incomplete,more,convenient,inconv,problematic,priority,priority
612,usual,proper,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
613,usual,proper,incomplete,more,less_conv,convenient,nonprob,recommended,priority
614,usual,proper,incomplete,more,less_conv,convenient,nonprob,priority,priority
615,usual,proper,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
616,usual,proper,incomplete,more,less_conv,convenient,slightly_prob,recommended,priority
617,usual,proper,incomplete,more,less_conv,convenient,slightly_prob,priority,priority
618,usual,proper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
619,usual,proper,incomplete,more,less_conv,convenient,problematic,recommended,priority
620,usual,proper,incomplete,more,less_conv,convenient,problematic,priority,priority
621,usual,proper,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
622,usual,proper,incomplete,more,less_conv,inconv,nonprob,recommended,priority
623,usual,proper,incomplete,more,less_conv,inconv,nonprob,priority,priority
624,usual,proper,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom
625,usual,proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
626,usual,proper,incomplete,more,less_conv,inconv,slightly_prob,priority,priority
627,usual,proper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
628,usual,proper,incomplete,more,less_conv,inconv,problematic,recommended,priority
629,usual,proper,incomplete,more,less_conv,inconv,problematic,priority,priority
630,usual,proper,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
631,usual,proper,incomplete,more,critical,convenient,nonprob,recommended,priority
632,usual,proper,incomplete,more,critical,convenient,nonprob,priority,priority
633,usual,proper,incomplete,more,critical,convenient,nonprob,not_recom,not_recom
634,usual,proper,incomplete,more,critical,convenient,slightly_prob,recommended,priority
635,usual,proper,incomplete,more,critical,convenient,slightly_prob,priority,priority
636,usual,proper,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
637,usual,proper,incomplete,more,critical,convenient,problematic,recommended,priority
638,usual,proper,incomplete,more,critical,convenient,problematic,priority,priority
639,usual,proper,incomplete,more,critical,convenient,problematic,not_recom,not_recom
640,usual,proper,incomplete,more,critical,inconv,nonprob,recommended,priority
641,usual,proper,incomplete,more,critical,inconv,nonprob,priority,priority
642,usual,proper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
643,usual,proper,incomplete,more,critical,inconv,slightly_prob,recommended,priority
644,usual,proper,incomplete,more,critical,inconv,slightly_prob,priority,priority
645,usual,proper,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom
646,usual,proper,incomplete,more,critical,inconv,problematic,recommended,priority
647,usual,proper,incomplete,more,critical,inconv,problematic,priority,priority
648,usual,proper,incomplete,more,critical,inconv,problematic,not_recom,not_recom
649,usual,proper,foster,1,convenient,convenient,nonprob,recommended,very_recom
650,usual,proper,foster,1,convenient,convenient,nonprob,priority,priority
651,usual,proper,foster,1,convenient,convenient,nonprob,not_recom,not_recom
652,usual,proper,foster,1,convenient,convenient,slightly_prob,recommended,very_recom
653,usual,proper,foster,1,convenient,convenient,slightly_prob,priority,priority
654,usual,proper,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
655,usual,proper,foster,1,convenient,convenient,problematic,recommended,priority
656,usual,proper,foster,1,convenient,convenient,problematic,priority,priority
657,usual,proper,foster,1,convenient,convenient,problematic,not_recom,not_recom
658,usual,proper,foster,1,convenient,inconv,nonprob,recommended,priority
659,usual,proper,foster,1,convenient,inconv,nonprob,priority,priority
660,usual,proper,foster,1,convenient,inconv,nonprob,not_recom,not_recom
661,usual,proper,foster,1,convenient,inconv,slightly_prob,recommended,priority
662,usual,proper,foster,1,convenient,inconv,slightly_prob,priority,priority
663,usual,proper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
664,usual,proper,foster,1,convenient,inconv,problematic,recommended,priority
665,usual,proper,foster,1,convenient,inconv,problematic,priority,priority
666,usual,proper,foster,1,convenient,inconv,problematic,not_recom,not_recom
667,usual,proper,foster,1,less_conv,convenient,nonprob,recommended,priority
668,usual,proper,foster,1,less_conv,convenient,nonprob,priority,priority
669,usual,proper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
670,usual,proper,foster,1,less_conv,convenient,slightly_prob,recommended,priority
671,usual,proper,foster,1,less_conv,convenient,slightly_prob,priority,priority
672,usual,proper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
673,usual,proper,foster,1,less_conv,convenient,problematic,recommended,priority
674,usual,proper,foster,1,less_conv,convenient,problematic,priority,priority
675,usual,proper,foster,1,less_conv,convenient,problematic,not_recom,not_recom
676,usual,proper,foster,1,less_conv,inconv,nonprob,recommended,priority
677,usual,proper,foster,1,less_conv,inconv,nonprob,priority,priority
678,usual,proper,foster,1,less_conv,inconv,nonprob,not_recom,not_recom
679,usual,proper,foster,1,less_conv,inconv,slightly_prob,recommended,priority
680,usual,proper,foster,1,less_conv,inconv,slightly_prob,priority,priority
681,usual,proper,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
682,usual,proper,foster,1,less_conv,inconv,problematic,recommended,priority
683,usual,proper,foster,1,less_conv,inconv,problematic,priority,priority
684,usual,proper,foster,1,less_conv,inconv,problematic,not_recom,not_recom
685,usual,proper,foster,1,critical,convenient,nonprob,recommended,priority
686,usual,proper,foster,1,critical,convenient,nonprob,priority,priority
687,usual,proper,foster,1,critical,convenient,nonprob,not_recom,not_recom
688,usual,proper,foster,1,critical,convenient,slightly_prob,recommended,priority
689,usual,proper,foster,1,critical,convenient,slightly_prob,priority,priority
690,usual,proper,foster,1,critical,convenient,slightly_prob,not_recom,not_recom
691,usual,proper,foster,1,critical,convenient,problematic,recommended,priority
692,usual,proper,foster,1,critical,convenient,problematic,priority,priority
693,usual,proper,foster,1,critical,convenient,problematic,not_recom,not_recom
694,usual,proper,foster,1,critical,inconv,nonprob,recommended,priority
695,usual,proper,foster,1,critical,inconv,nonprob,priority,priority
696,usual,proper,foster,1,critical,inconv,nonprob,not_recom,not_recom
697,usual,proper,foster,1,critical,inconv,slightly_prob,recommended,priority
698,usual,proper,foster,1,critical,inconv,slightly_prob,priority,priority
699,usual,proper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
700,usual,proper,foster,1,critical,inconv,problematic,recommended,priority
701,usual,proper,foster,1,critical,inconv,problematic,priority,priority
702,usual,proper,foster,1,critical,inconv,problematic,not_recom,not_recom
703,usual,proper,foster,2,convenient,convenient,nonprob,recommended,very_recom
704,usual,proper,foster,2,convenient,convenient,nonprob,priority,priority
705,usual,proper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
706,usual,proper,foster,2,convenient,convenient,slightly_prob,recommended,very_recom
707,usual,proper,foster,2,convenient,convenient,slightly_prob,priority,priority
708,usual,proper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
709,usual,proper,foster,2,convenient,convenient,problematic,recommended,priority
710,usual,proper,foster,2,convenient,convenient,problematic,priority,priority
711,usual,proper,foster,2,convenient,convenient,problematic,not_recom,not_recom
712,usual,proper,foster,2,convenient,inconv,nonprob,recommended,priority
713,usual,proper,foster,2,convenient,inconv,nonprob,priority,priority
714,usual,proper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
715,usual,proper,foster,2,convenient,inconv,slightly_prob,recommended,priority
716,usual,proper,foster,2,convenient,inconv,slightly_prob,priority,priority
717,usual,proper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
718,usual,proper,foster,2,convenient,inconv,problematic,recommended,priority
719,usual,proper,foster,2,convenient,inconv,problematic,priority,priority
720,usual,proper,foster,2,convenient,inconv,problematic,not_recom,not_recom
721,usual,proper,foster,2,less_conv,convenient,nonprob,recommended,priority
722,usual,proper,foster,2,less_conv,convenient,nonprob,priority,priority
723,usual,proper,foster,2,less_conv,convenient,nonprob,not_recom,not_recom
724,usual,proper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
725,usual,proper,foster,2,less_conv,convenient,slightly_prob,priority,priority
726,usual,proper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
727,usual,proper,foster,2,less_conv,convenient,problematic,recommended,priority
728,usual,proper,foster,2,less_conv,convenient,problematic,priority,priority
729,usual,proper,foster,2,less_conv,convenient,problematic,not_recom,not_recom
730,usual,proper,foster,2,less_conv,inconv,nonprob,recommended,priority
731,usual,proper,foster,2,less_conv,inconv,nonprob,priority,priority
732,usual,proper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
733,usual,proper,foster,2,less_conv,inconv,slightly_prob,recommended,priority
734,usual,proper,foster,2,less_conv,inconv,slightly_prob,priority,priority
735,usual,proper,foster,2,less_conv,inconv,slightly_prob,not_recom,not_recom
736,usual,proper,foster,2,less_conv,inconv,problematic,recommended,priority
737,usual,proper,foster,2,less_conv,inconv,problematic,priority,priority
738,usual,proper,foster,2,less_conv,inconv,problematic,not_recom,not_recom
739,usual,proper,foster,2,critical,convenient,nonprob,recommended,priority
740,usual,proper,foster,2,critical,convenient,nonprob,priority,priority
741,usual,proper,foster,2,critical,convenient,nonprob,not_recom,not_recom
742,usual,proper,foster,2,critical,convenient,slightly_prob,recommended,priority
743,usual,proper,foster,2,critical,convenient,slightly_prob,priority,priority
744,usual,proper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
745,usual,proper,foster,2,critical,convenient,problematic,recommended,priority
746,usual,proper,foster,2,critical,convenient,problematic,priority,priority
747,usual,proper,foster,2,critical,convenient,problematic,not_recom,not_recom
748,usual,proper,foster,2,critical,inconv,nonprob,recommended,priority
749,usual,proper,foster,2,critical,inconv,nonprob,priority,priority
750,usual,proper,foster,2,critical,inconv,nonprob,not_recom,not_recom
751,usual,proper,foster,2,critical,inconv,slightly_prob,recommended,priority
752,usual,proper,foster,2,critical,inconv,slightly_prob,priority,priority
753,usual,proper,foster,2,critical,inconv,slightly_prob,not_recom,not_recom
754,usual,proper,foster,2,critical,inconv,problematic,recommended,priority
755,usual,proper,foster,2,critical,inconv,problematic,priority,priority
756,usual,proper,foster,2,critical,inconv,problematic,not_recom,not_recom
757,usual,proper,foster,3,convenient,convenient,nonprob,recommended,very_recom
758,usual,proper,foster,3,convenient,convenient,nonprob,priority,priority
759,usual,proper,foster,3,convenient,convenient,nonprob,not_recom,not_recom
760,usual,proper,foster,3,convenient,convenient,slightly_prob,recommended,very_recom
761,usual,proper,foster,3,convenient,convenient,slightly_prob,priority,priority
762,usual,proper,foster,3,convenient,convenient,slightly_prob,not_recom,not_recom
763,usual,proper,foster,3,convenient,convenient,problematic,recommended,priority
764,usual,proper,foster,3,convenient,convenient,problematic,priority,priority
765,usual,proper,foster,3,convenient,convenient,problematic,not_recom,not_recom
766,usual,proper,foster,3,convenient,inconv,nonprob,recommended,priority
767,usual,proper,foster,3,convenient,inconv,nonprob,priority,priority
768,usual,proper,foster,3,convenient,inconv,nonprob,not_recom,not_recom
769,usual,proper,foster,3,convenient,inconv,slightly_prob,recommended,priority
770,usual,proper,foster,3,convenient,inconv,slightly_prob,priority,priority
771,usual,proper,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
772,usual,proper,foster,3,convenient,inconv,problematic,recommended,priority
773,usual,proper,foster,3,convenient,inconv,problematic,priority,priority
774,usual,proper,foster,3,convenient,inconv,problematic,not_recom,not_recom
775,usual,proper,foster,3,less_conv,convenient,nonprob,recommended,priority
776,usual,proper,foster,3,less_conv,convenient,nonprob,priority,priority
777,usual,proper,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
778,usual,proper,foster,3,less_conv,convenient,slightly_prob,recommended,priority
779,usual,proper,foster,3,less_conv,convenient,slightly_prob,priority,priority
780,usual,proper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
781,usual,proper,foster,3,less_conv,convenient,problematic,recommended,priority
782,usual,proper,foster,3,less_conv,convenient,problematic,priority,priority
783,usual,proper,foster,3,less_conv,convenient,problematic,not_recom,not_recom
784,usual,proper,foster,3,less_conv,inconv,nonprob,recommended,priority
785,usual,proper,foster,3,less_conv,inconv,nonprob,priority,priority
786,usual,proper,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
787,usual,proper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
788,usual,proper,foster,3,less_conv,inconv,slightly_prob,priority,priority
789,usual,proper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
790,usual,proper,foster,3,less_conv,inconv,problematic,recommended,priority
791,usual,proper,foster,3,less_conv,inconv,problematic,priority,priority
792,usual,proper,foster,3,less_conv,inconv,problematic,not_recom,not_recom
793,usual,proper,foster,3,critical,convenient,nonprob,recommended,priority
794,usual,proper,foster,3,critical,convenient,nonprob,priority,priority
795,usual,proper,foster,3,critical,convenient,nonprob,not_recom,not_recom
796,usual,proper,foster,3,critical,convenient,slightly_prob,recommended,priority
797,usual,proper,foster,3,critical,convenient,slightly_prob,priority,priority
798,usual,proper,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
799,usual,proper,foster,3,critical,convenient,problematic,recommended,priority
800,usual,proper,foster,3,critical,convenient,problematic,priority,priority
801,usual,proper,foster,3,critical,convenient,problematic,not_recom,not_recom
802,usual,proper,foster,3,critical,inconv,nonprob,recommended,priority
803,usual,proper,foster,3,critical,inconv,nonprob,priority,priority
804,usual,proper,foster,3,critical,inconv,nonprob,not_recom,not_recom
805,usual,proper,foster,3,critical,inconv,slightly_prob,recommended,priority
806,usual,proper,foster,3,critical,inconv,slightly_prob,priority,priority
807,usual,proper,foster,3,critical,inconv,slightly_prob,not_recom,not_recom
808,usual,proper,foster,3,critical,inconv,problematic,recommended,priority
809,usual,proper,foster,3,critical,inconv,problematic,priority,priority
810,usual,proper,foster,3,critical,inconv,problematic,not_recom,not_recom
811,usual,proper,foster,more,convenient,convenient,nonprob,recommended,very_recom
812,usual,proper,foster,more,convenient,convenient,nonprob,priority,priority
813,usual,proper,foster,more,convenient,convenient,nonprob,not_recom,not_recom
814,usual,proper,foster,more,convenient,convenient,slightly_prob,recommended,very_recom
815,usual,proper,foster,more,convenient,convenient,slightly_prob,priority,priority
816,usual,proper,foster,more,convenient,convenient,slightly_prob,not_recom,not_recom
817,usual,proper,foster,more,convenient,convenient,problematic,recommended,priority
818,usual,proper,foster,more,convenient,convenient,problematic,priority,priority
819,usual,proper,foster,more,convenient,convenient,problematic,not_recom,not_recom
820,usual,proper,foster,more,convenient,inconv,nonprob,recommended,priority
821,usual,proper,foster,more,convenient,inconv,nonprob,priority,priority
822,usual,proper,foster,more,convenient,inconv,nonprob,not_recom,not_recom
823,usual,proper,foster,more,convenient,inconv,slightly_prob,recommended,priority
824,usual,proper,foster,more,convenient,inconv,slightly_prob,priority,priority
825,usual,proper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
826,usual,proper,foster,more,convenient,inconv,problematic,recommended,priority
827,usual,proper,foster,more,convenient,inconv,problematic,priority,priority
828,usual,proper,foster,more,convenient,inconv,problematic,not_recom,not_recom
829,usual,proper,foster,more,less_conv,convenient,nonprob,recommended,priority
830,usual,proper,foster,more,less_conv,convenient,nonprob,priority,priority
831,usual,proper,foster,more,less_conv,convenient,nonprob,not_recom,not_recom
832,usual,proper,foster,more,less_conv,convenient,slightly_prob,recommended,priority
833,usual,proper,foster,more,less_conv,convenient,slightly_prob,priority,priority
834,usual,proper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
835,usual,proper,foster,more,less_conv,convenient,problematic,recommended,priority
836,usual,proper,foster,more,less_conv,convenient,problematic,priority,priority
837,usual,proper,foster,more,less_conv,convenient,problematic,not_recom,not_recom
838,usual,proper,foster,more,less_conv,inconv,nonprob,recommended,priority
839,usual,proper,foster,more,less_conv,inconv,nonprob,priority,priority
840,usual,proper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
841,usual,proper,foster,more,less_conv,inconv,slightly_prob,recommended,priority
842,usual,proper,foster,more,less_conv,inconv,slightly_prob,priority,priority
843,usual,proper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
844,usual,proper,foster,more,less_conv,inconv,problematic,recommended,priority
845,usual,proper,foster,more,less_conv,inconv,problematic,priority,priority
846,usual,proper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
847,usual,proper,foster,more,critical,convenient,nonprob,recommended,priority
848,usual,proper,foster,more,critical,convenient,nonprob,priority,priority
849,usual,proper,foster,more,critical,convenient,nonprob,not_recom,not_recom
850,usual,proper,foster,more,critical,convenient,slightly_prob,recommended,priority
851,usual,proper,foster,more,critical,convenient,slightly_prob,priority,priority
852,usual,proper,foster,more,critical,convenient,slightly_prob,not_recom,not_recom
853,usual,proper,foster,more,critical,convenient,problematic,recommended,priority
854,usual,proper,foster,more,critical,convenient,problematic,priority,priority
855,usual,proper,foster,more,critical,convenient,problematic,not_recom,not_recom
856,usual,proper,foster,more,critical,inconv,nonprob,recommended,priority
857,usual,proper,foster,more,critical,inconv,nonprob,priority,priority
858,usual,proper,foster,more,critical,inconv,nonprob,not_recom,not_recom
859,usual,proper,foster,more,critical,inconv,slightly_prob,recommended,priority
860,usual,proper,foster,more,critical,inconv,slightly_prob,priority,priority
861,usual,proper,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
862,usual,proper,foster,more,critical,inconv,problematic,recommended,priority
863,usual,proper,foster,more,critical,inconv,problematic,priority,priority
864,usual,proper,foster,more,critical,inconv,problematic,not_recom,not_recom
865,usual,less_proper,complete,1,convenient,convenient,nonprob,recommended,very_recom
866,usual,less_proper,complete,1,convenient,convenient,nonprob,priority,priority
867,usual,less_proper,complete,1,convenient,convenient,nonprob,not_recom,not_recom
868,usual,less_proper,complete,1,convenient,convenient,slightly_prob,recommended,very_recom
869,usual,less_proper,complete,1,convenient,convenient,slightly_prob,priority,priority
870,usual,less_proper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
871,usual,less_proper,complete,1,convenient,convenient,problematic,recommended,priority
872,usual,less_proper,complete,1,convenient,convenient,problematic,priority,priority
873,usual,less_proper,complete,1,convenient,convenient,problematic,not_recom,not_recom
874,usual,less_proper,complete,1,convenient,inconv,nonprob,recommended,very_recom
875,usual,less_proper,complete,1,convenient,inconv,nonprob,priority,priority
876,usual,less_proper,complete,1,convenient,inconv,nonprob,not_recom,not_recom
877,usual,less_proper,complete,1,convenient,inconv,slightly_prob,recommended,very_recom
878,usual,less_proper,complete,1,convenient,inconv,slightly_prob,priority,priority
879,usual,less_proper,complete,1,convenient,inconv,slightly_prob,not_recom,not_recom
880,usual,less_proper,complete,1,convenient,inconv,problematic,recommended,priority
881,usual,less_proper,complete,1,convenient,inconv,problematic,priority,priority
882,usual,less_proper,complete,1,convenient,inconv,problematic,not_recom,not_recom
883,usual,less_proper,complete,1,less_conv,convenient,nonprob,recommended,very_recom
884,usual,less_proper,complete,1,less_conv,convenient,nonprob,priority,priority
885,usual,less_proper,complete,1,less_conv,convenient,nonprob,not_recom,not_recom
886,usual,less_proper,complete,1,less_conv,convenient,slightly_prob,recommended,very_recom
887,usual,less_proper,complete,1,less_conv,convenient,slightly_prob,priority,priority
888,usual,less_proper,complete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
889,usual,less_proper,complete,1,less_conv,convenient,problematic,recommended,priority
890,usual,less_proper,complete,1,less_conv,convenient,problematic,priority,priority
891,usual,less_proper,complete,1,less_conv,convenient,problematic,not_recom,not_recom
892,usual,less_proper,complete,1,less_conv,inconv,nonprob,recommended,very_recom
893,usual,less_proper,complete,1,less_conv,inconv,nonprob,priority,priority
894,usual,less_proper,complete,1,less_conv,inconv,nonprob,not_recom,not_recom
895,usual,less_proper,complete,1,less_conv,inconv,slightly_prob,recommended,very_recom
896,usual,less_proper,complete,1,less_conv,inconv,slightly_prob,priority,priority
897,usual,less_proper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
898,usual,less_proper,complete,1,less_conv,inconv,problematic,recommended,priority
899,usual,less_proper,complete,1,less_conv,inconv,problematic,priority,priority
900,usual,less_proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
901,usual,less_proper,complete,1,critical,convenient,nonprob,recommended,very_recom
902,usual,less_proper,complete,1,critical,convenient,nonprob,priority,priority
903,usual,less_proper,complete,1,critical,convenient,nonprob,not_recom,not_recom
904,usual,less_proper,complete,1,critical,convenient,slightly_prob,recommended,very_recom
905,usual,less_proper,complete,1,critical,convenient,slightly_prob,priority,priority
906,usual,less_proper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
907,usual,less_proper,complete,1,critical,convenient,problematic,recommended,priority
908,usual,less_proper,complete,1,critical,convenient,problematic,priority,priority
909,usual,less_proper,complete,1,critical,convenient,problematic,not_recom,not_recom
910,usual,less_proper,complete,1,critical,inconv,nonprob,recommended,very_recom
911,usual,less_proper,complete,1,critical,inconv,nonprob,priority,priority
912,usual,less_proper,complete,1,critical,inconv,nonprob,not_recom,not_recom
913,usual,less_proper,complete,1,critical,inconv,slightly_prob,recommended,very_recom
914,usual,less_proper,complete,1,critical,inconv,slightly_prob,priority,priority
915,usual,less_proper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
916,usual,less_proper,complete,1,critical,inconv,problematic,recommended,priority
917,usual,less_proper,complete,1,critical,inconv,problematic,priority,priority
918,usual,less_proper,complete,1,critical,inconv,problematic,not_recom,not_recom
919,usual,less_proper,complete,2,convenient,convenient,nonprob,recommended,very_recom
920,usual,less_proper,complete,2,convenient,convenient,nonprob,priority,priority
921,usual,less_proper,complete,2,convenient,convenient,nonprob,not_recom,not_recom
922,usual,less_proper,complete,2,convenient,convenient,slightly_prob,recommended,very_recom
923,usual,less_proper,complete,2,convenient,convenient,slightly_prob,priority,priority
924,usual,less_proper,complete,2,convenient,convenient,slightly_prob,not_recom,not_recom
925,usual,less_proper,complete,2,convenient,convenient,problematic,recommended,priority
926,usual,less_proper,complete,2,convenient,convenient,problematic,priority,priority
927,usual,less_proper,complete,2,convenient,convenient,problematic,not_recom,not_recom
928,usual,less_proper,complete,2,convenient,inconv,nonprob,recommended,very_recom
929,usual,less_proper,complete,2,convenient,inconv,nonprob,priority,priority
930,usual,less_proper,complete,2,convenient,inconv,nonprob,not_recom,not_recom
931,usual,less_proper,complete,2,convenient,inconv,slightly_prob,recommended,very_recom
932,usual,less_proper,complete,2,convenient,inconv,slightly_prob,priority,priority
933,usual,less_proper,complete,2,convenient,inconv,slightly_prob,not_recom,not_recom
934,usual,less_proper,complete,2,convenient,inconv,problematic,recommended,priority
935,usual,less_proper,complete,2,convenient,inconv,problematic,priority,priority
936,usual,less_proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
937,usual,less_proper,complete,2,less_conv,convenient,nonprob,recommended,very_recom
938,usual,less_proper,complete,2,less_conv,convenient,nonprob,priority,priority
939,usual,less_proper,complete,2,less_conv,convenient,nonprob,not_recom,not_recom
940,usual,less_proper,complete,2,less_conv,convenient,slightly_prob,recommended,very_recom
941,usual,less_proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
942,usual,less_proper,complete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
943,usual,less_proper,complete,2,less_conv,convenient,problematic,recommended,priority
944,usual,less_proper,complete,2,less_conv,convenient,problematic,priority,priority
945,usual,less_proper,complete,2,less_conv,convenient,problematic,not_recom,not_recom
946,usual,less_proper,complete,2,less_conv,inconv,nonprob,recommended,very_recom
947,usual,less_proper,complete,2,less_conv,inconv,nonprob,priority,priority
948,usual,less_proper,complete,2,less_conv,inconv,nonprob,not_recom,not_recom
949,usual,less_proper,complete,2,less_conv,inconv,slightly_prob,recommended,very_recom
950,usual,less_proper,complete,2,less_conv,inconv,slightly_prob,priority,priority
951,usual,less_proper,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
952,usual,less_proper,complete,2,less_conv,inconv,problematic,recommended,priority
953,usual,less_proper,complete,2,less_conv,inconv,problematic,priority,priority
954,usual,less_proper,complete,2,less_conv,inconv,problematic,not_recom,not_recom
955,usual,less_proper,complete,2,critical,convenient,nonprob,recommended,priority
956,usual,less_proper,complete,2,critical,convenient,nonprob,priority,priority
957,usual,less_proper,complete,2,critical,convenient,nonprob,not_recom,not_recom
958,usual,less_proper,complete,2,critical,convenient,slightly_prob,recommended,priority
959,usual,less_proper,complete,2,critical,convenient,slightly_prob,priority,priority
960,usual,less_proper,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
961,usual,less_proper,complete,2,critical,convenient,problematic,recommended,priority
962,usual,less_proper,complete,2,critical,convenient,problematic,priority,priority
963,usual,less_proper,complete,2,critical,convenient,problematic,not_recom,not_recom
964,usual,less_proper,complete,2,critical,inconv,nonprob,recommended,priority
965,usual,less_proper,complete,2,critical,inconv,nonprob,priority,priority
966,usual,less_proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
967,usual,less_proper,complete,2,critical,inconv,slightly_prob,recommended,priority
968,usual,less_proper,complete,2,critical,inconv,slightly_prob,priority,priority
969,usual,less_proper,complete,2,critical,inconv,slightly_prob,not_recom,not_recom
970,usual,less_proper,complete,2,critical,inconv,problematic,recommended,priority
971,usual,less_proper,complete,2,critical,inconv,problematic,priority,priority
972,usual,less_proper,complete,2,critical,inconv,problematic,not_recom,not_recom
973,usual,less_proper,complete,3,convenient,convenient,nonprob,recommended,very_recom
974,usual,less_proper,complete,3,convenient,convenient,nonprob,priority,priority
975,usual,less_proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
976,usual,less_proper,complete,3,convenient,convenient,slightly_prob,recommended,very_recom
977,usual,less_proper,complete,3,convenient,convenient,slightly_prob,priority,priority
978,usual,less_proper,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
979,usual,less_proper,complete,3,convenient,convenient,problematic,recommended,priority
980,usual,less_proper,complete,3,convenient,convenient,problematic,priority,priority
981,usual,less_proper,complete,3,convenient,convenient,problematic,not_recom,not_recom
982,usual,less_proper,complete,3,convenient,inconv,nonprob,recommended,priority
983,usual,less_proper,complete,3,convenient,inconv,nonprob,priority,priority
984,usual,less_proper,complete,3,convenient,inconv,nonprob,not_recom,not_recom
985,usual,less_proper,complete,3,convenient,inconv,slightly_prob,recommended,priority
986,usual,less_proper,complete,3,convenient,inconv,slightly_prob,priority,priority
987,usual,less_proper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
988,usual,less_proper,complete,3,convenient,inconv,problematic,recommended,priority
989,usual,less_proper,complete,3,convenient,inconv,problematic,priority,priority
990,usual,less_proper,complete,3,convenient,inconv,problematic,not_recom,not_recom
991,usual,less_proper,complete,3,less_conv,convenient,nonprob,recommended,priority
